"A cat is trying to touch a dog.,The cat teased the dog by touching his head.,3.25",,
"The rhino grazed on the grass.,A rhino is grazing in a field.,4",,
"The man drove his little red car around the traffic.,The dog ran in the water at the b",eac,"h.,0"
"A man is cutting bread.,A man is doing tricks with a soccer ball.,1",,
"A cat rapidly swats a kid in the head.,A cat and a boy play together.,2.6",,
"A cat is playing in a box.,The dog is playing with the floor cleaner.,1.4",,
"The couple danced in the church.,A couple slow dances.,3.2",,
"A man is patting an alligator on the mouth.,A person is dumping chopped vegetables int",o a,"pot on the stove.,0"
"A person checks some rice pudding.,A horse is running.,0",,
"A woman is stirring two eggs in a glass bowl.,A young girl is singing on a stage.,0",,
"The man is playing the drums.,A man pours cleaner in his sink.,0",,
"A man is slicing a pepper.,A person cuts a big green pepper apart.,3.8",,
"A woman is speaking in sign language.,A woman spices some seafood.,0.643",,
"A boy is crawling into a dog house.,A cat is playing on the floor.,0",,
"The girl flew her kite while she ran up a hill.,A girl loses her kite.,2.25",,
"A woman is placing food in a pot of hot water.,A woman is frying meat.,1.25",,
"A small monkey walks through water.,A monkey is wading across a marsh.,3.4",,
"A man is riding a bike.,A panda bear is eating.,0",,
"A young man is singing and playing the piano.,The man is writing a letter.,0.2",,
"A boy takes off his sunglasses.,A boy is screaming.,0.5",,
"A girl is playing a piano.,A boy is doing push ups.,0",,
"The lady sliced a tomatoe.,Someone is cutting a tomato.,4",,
"Someone is holding a hedgehog.,A onion is being sliced.,0",,
"A woman peels a potato.,A woman is grilling pineapples.,1",,
"A cat is drinking some water.,A truck is going down a hill.,0",,
"A person is putting salt and pepper on a piece of pork.,A youngster is sitting on a pi",ano,".,0"
"The man sat in his chair and stared.,The little girl is putting her hair into a pony t",ail,".,0"
"A woman is dicing a potato.,A woman cuts tofu into tiny pieces.,1.8",,
"A baby is crawling happily.,A baby sneezed and scared another baby.,1.2",,
"A person is frying a meat in the pan.,A man is cutting a vegetable.,0.6",,
"A man is looking out of a window.,A woman is swimming in the water.,0.25",,
"A man seated is playing the guitar.,A man is playing an acoustic guitar and singing in",to,"a microphone.,3.25"
"A woman is slicing an onion with a knife.,A man is preparing some dish.,1.25",,
"A rider is running and jumping her horse.,A woman jumps hurdles on a horse.,4",,
"A boy is playing a key-board.,A boy is sitting in a room playing a piano by lamp light",".,3",0.25
"Two men are fighting.,The man is exercising.,0.75",,
"A man is playing a wooden flute while several other men play bongo drums.,A man is pla",yin,"g a flute.,3.25"
"A person is petting a monkey.,A man is holding a slow loris.,1.2",,
"Two cartoon rabbits are kissing.,A rabbit is kissing another rabbit.,3.8",,
"The hedgehog chewed on the towel.,A hedgehog is biting at a blanket.,3.4",,
"A cat is licking himself.,A man is slicing a white onion with a mandolin slicer.,0",,
"A small guinea pig is gnawing and eating a piece of carrot on the floor.,A Guinea pig",eat,"s a carrot.,3.5"
"Four boys are standing in front of the burning car.,Four young men stand still as a ca",r e,"xplodes behind them.,3.75"
"A man is smoking.,The man sat in his suit and smoked.,4",,
"A woman is adding sauce to some food.,A person is cutting leaves.,0.2",,
"Three children are eating their food.,The deer jumped over the fence.,0",,
"A submarine is going through water.,A baby is falling asleep.,0",,
"A man is running on a street.,A man plays the guitar.,0.8",,
"A person is slicing an onion.,A cat is pooping into a toilet.,0",,
"A badger is digging in the dirt.,A man is moving large rocks.,0",,
"A woman is slicing big pepper.,A dog is moving its mouth.,0",,
"A man is riding a bicycle.,A man is riding a bike.,5",,
"A man and a woman are kissing each other.,A man and a woman are talking to each other.",",0.",6
"A woman is slicing an onion.,A woman is cutting an onion.,4.2",,
"A small boy is playing with a dog.,A baby is playing with a dog.,3.75",,
"The man is drawing.,A man is drawing.,5",,
"A man is cutting a potato.,A woman is cutting a tomato.,1.25",,
"A boy is playing a guitar.,A kid is playing a guitar.,3.6",,
"A woman is cutting an onion.,A woman is cutting through an onion.,5",,
"A toy train is striking a toy car.,A toy train strikes a toy car.,5",,
"A man is playing the guitar.,A man is playing the flute.,2.2",,
"A cat opens a drawer and climbs inside.,A cat is opening a drawer and climbing inside.",",5",
"A woman is frying a food.,A woman is deep frying food.,4.25",,
"A man is dicing an onion.,A woman is cutting an onion.,2.5",,
"A girl is playing a guitar.,A man is playing a guitar.,2.8",,
"A girl is singing on stage.,A man is singing on stage.,2.8",,
"A woman is riding a horse.,A woman is riding a donkey.,2.8",,
"A girl is playing a guitar.,A man is playing a guitar.,2.8",,
"A woman is brushing some shrimp.,A woman brushes some shrimp.,5",,
"A man is dancing on the ceiling.,A man is dancing on the ceiling of a room.,4.8",,
"A woman thinly slices an onion with a large knife.,A woman is slicing onions with a la",rge,"knife.,4.2"
"A man is playing a keyboard.,A man plays a keyboard.,5",,
"A man plays the guitar.,A man is playing the guitar.,5",,
"A woman is peeling a potato.,A woman peels a potato.,5",,
"A woman is handling a frog.,A man is holding a frog.,3.75",,
"A man is playing a flute.,A man is playing a guitar.,2",,
"A man is playing a guitar.,A man is playing a flute.,1.583",,
"A man is playing a piano.,A man is playing a guitar.,1.778",,
"A man is playing a guitar.,A man is playing a piano.,2",,
"A man is playing a flute.,A man is playing a guitar.,2",,
"A man is playing a flute.,A man is playing a guitar.,2",,
"Two women are on a couch.,Two women are hugging on a couch.,3.2",,
"Someone is slicing a cucumber.,A man is slicing a cucumber.,3.8",,
"A kitten is playing with a blue rope toy.,A kitten is playing with a toy.,4.4",,
"The dog is barking at the toy.,A dog is barking at a toy.,5",,
"A person folds a tortilla.,A man folds a tortilla.,3.5",,
"A cat is drinking milk.,A kitten is drinking milk.,4",,
"A person is driving a car.,A man is driving a car.,3.5",,
"A turtle is walking.,A tortoise is walking.,4.4",,
"A cow is eating grass.,A cow is eating hay.,3.8",,
"A woman is chopping broccoli.,A woman is chopping garlic.,2.6",,
"A man is crying.,A man is screaming.,3",,
"The man is playing the guitar.,A man is playing guitar.,5",,
"A man is cutting an onion.,A man is cutting a plantain.,3.667",,
"A man is slicing a potato.,A woman is peeling a potato.,2.333",,
"A woman is tapping her fingers on a table.,A woman is tapping her fingers.,4",,
"Someone is boiling okra in a pot.,Someone is cooking okra in a pan.,4.4",,
"A man is smoking.,A man is mixing.,0.2",,
"The man is playing the drums.,A man is playing drums.,5",,
"A man dives into a pool.,A man is diving into a pool.,5",,
"A woman is cutting a leak.,A woman is slicing a leek.,4",,
"A little boy is playing a guitar.,A boy is playing guitar.,4.6",,
"A woman is dancing.,The man is dancing.,2.6",,
"Women are talking.,The men are talking.,2.6",,
"A girl is putting gel in her hair.,A woman is putting gel on her hair.,2.6",,
"A kid is playing guitar.,A man is playing a guitar.,2.2",,
"A group of people are marching in place.,A group of people are dancing in concert.,1.7",,
"The woman is shooting a machine gun.,The man is shooting a gun.,2",,
"A man played the piano.,A man plays a piano.,4",,
"A woman is slicing an onion.,Someone is slicing a onion.,3.25",,
"A man is slicing a cucumber.,A man is cutting cucumbers.,4.5",,
"A girl is eating a cupcake.,A woman is eating a cupcake.,2.6",,
"A woman is cutting an onion.,A man is chopping an onion.,2",,
"The man is playing a guitar.,A baby is playing a guitar.,1.8",,
"A man is playing the guitar.,A man is playing the drums.,1.556",,
"Two little girls talk on the telephone.,Two girls talk on the phone.,4.5",,
"A man is chopping a log with an axe.,A man is chopping a tree trunk with an axe.,4",,
"A person is cutting a capsicum into pieces.,A person is slicing a garlic into pieces.,",1.6,
"A man is talking with a woman.,A woman is walking with a dog.,0.5",,
"The man is walking.,A man is talking.,1.4",,
"Someone is pouring oil into a skillet.,Someone is pouring milk into a blender.,1.6",,
"A small kitten is playing a ball.,A kitten is playing with a ball.,4.4",,
"A man is playing a guitar.,A woman is playing a flute.,1.8",,
"A girl is playing a violin.,A girl is playing a flute.,2.6",,
"A man is playing two pianos.,A cat is playing a piano.,1.6",,
"A man is exercising.,A girl is exercising.,3",,
"A person is slicing a scallop.,A person is slicing octopus.,2",,
"A man and a woman are riding on their bicycles.,A man and woman are riding a motorcycl","e.,",2
"Two men are fighting in a cow pasture.,Two men are fighting in a cattle pen.,4",,
"A woman is adding oil to a pan.,A man is pouring oil into a pan.,3",,
"A girl makes up her bed.,A young girl makes her bed.,4.4",,
"The cat played with a watermelon.,A cat is playing with a watermelon.,4.8",,
"A girl jumps on a car.,A girl is jumping onto a car.,4.8",,
"A man is praying.,A man is running.,0.727",,
"A car is parking.,A cat is playing.,0",,
"A man is running.,A man is dancing.,1.25",,
"A man is singing.,A man is dancing.,0.5",,
"A man is carrying another man over his shoulder.,A man is carrying someone on his shou",lde,"r.,3.25"
"A woman is peeling a potato.,A woman is slicing a tomato.,1.333",,
"A woman is cutting a tomato.,A woman is slicing a potato.,1",,
"Someone is peeling a potato.,Someone is slicing a tomato.,1.4",,
"A woman is peeling a potato.,A woman is slicing a tomato.,1.333",,
"Two robots kiss.,Two robots are kissing.,5",,
"Two boys on a couch are playing video games.,Two boys are playing a video game.,4",,
"A woman is squeezing a lemon.,A woman is squeezing juice out of a lemon.,4.4",,
"A woman is slicing an onion.,A man is slicing a tomato.,1.2",,
"A woman is slicing a carrot.,A man is slicing a tomato.,1.2",,
"A girl is styling her hair.,A girl is filing her nails.,1.25",,
"A man walking down the stairs.,A man walks down a staircase.,5",,
"Two people are riding a motorcycle.,Two people are riding a bike.,2",,
"A man is playing a guitar.,A woman is playing an electric guitar.,2.2",,
"A man is playing a guitar and singing.,A man is playing a guitar.,3.2",,
"A man is walking in the rain.,A man and woman is walking in the grand.,1.5",,
"A kangaroo is eating.,Kangaroo eating.,4.75",,
"A man is fishing.,A man is exercising.,0.5",,
"A woman is swimming.,A man is singing.,0.067",,
"A Woman is eating.,A animal is eating.,1.6",,
"A boy and a girl is dancing in the rain.,A man and woman is dancing in the rain.,2.6",,
"A man is driving a car.,A man drives a car.,4.875",,
"A woman is grating onion.,A woman grates onions.,5",,
"Two roosters are fighting.,Two men are fighting.,2",,
"A man is riding a horse.,A man is driving a car.,1.4",,
"A man is riding a horse.,A man is driving a car.,1.4",,
"A man is shooting a gun.,A man is slicing a bun.,0.8",,
"A woman is cutting an onion.,A woman is cutting meat.,2",,
"The woman is slicing herbs.,The man is slicing bread.,1.6",,
"A boy is playing the piano.,A man is playing a piano.,3",,
"A baby elephant is eating.,A baby elephant eats a sapling.,3.615",,
"A woman is cracking eggs into a bowl.,A woman is cracking eggs.,4",,
"A person is playing the keyboard.,A boy is playing a key-board.,4",,
"A boy whacks a man with a sword.,A boy spanks a man with a plastic sword.,3.333",,
"A person is slicing a carrot into pieces.,A person is cutting an onion into pieces.,1.",5,
"A man sliced through a bunch of water bottles with a knife.,A man is slicing a line of",wa,"ter bottles with a knife,4.4"
"A man is writing in a book.,A man is writing on a paper.,2.875",,
"A woman is slicing a garlic.,A woman is slicing a big pepper.,2.2",,
"A person is making a bed.,A person is eating at a table.,0.2",,
"A man is playing keyboard.,A man is playing guitar.,1.8",,
"A man is playing a violin.,A man is playing a harp.,1.6",,
"The woman is smoking.,The man is walking.,0.2",,
